BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,TOTAL_INJURED,TOTAL_KILLED,PEDESTRIANS_INJURED,PEDESTRIANS_KILLED,CYCLIST_INJURED,CYCLIST_KILLED,MOTORIST_INJURED,MOTORIST_KILLED,CONTRIBUTING_FACTOR_VEHICLE1,VEHICLE_TYPE_CODE1,CRASH_DATETIME
QUEENS,11372.0,40.75133,-73.88909,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-22 01:05:00
MANHATTAN,10012.0,40.72488,-74.002625,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-27 19:42:00
BROOKLYN,11239,40.651863,-73.86536,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-09 12:00:00
BROOKLYN,11235.0,40.5778,-73.96057,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-07-06 10:17:00
BROOKLYN,11237.0,40.700848,-73.91911,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Ambulance,2018-07-25 11:28:00
BROOKLYN,11201,40.700768,-73.990944,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-17 23:40:00
BROOKLYN,11236.0,40.6502,-73.91963,2.0,0.0,0,0,0,0,2,0,Alcohol Involvement,Taxi,2018-07-23 02:35:00
BRONX,10455.0,40.819096,-73.914566,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-07-23 12:54:00
MANHATTAN,10039.0,40.822086,-73.94016,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-27 15:50:00
MANHATTAN,10009.0,40.727844,-73.98223,1.0,0.0,0,0,1,0,0,0,Unspecified,Taxi,2018-07-22 12:37:00
MANHATTAN,10454,40.804012,-73.93097,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-06 12:15:00
BROOKLYN,11212.0,40.65849,-73.90109,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Taxi,2018-07-09 22:00:00
MANHATTAN,10040,40.848118,-73.93089,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-18 00:00:00
BRONX,10462.0,40.836147,-73.8542,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-16 12:00:00
BRONX,10453.0,40.84944,-73.906006,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-14 22:00:00
MANHATTAN,10121.0,40.750015,-73.991356,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-27 21:30:00
MANHATTAN,10011.0,40.74284,-74.00028,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-28 01:45:00
QUEENS,11106.0,40.766666,-73.9304,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-13 23:20:00
MANHATTAN,10004.0,40.70148,-74.01255,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-24 12:30:00
MANHATTAN,10001.0,40.75054,-73.98722,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-16 21:20:00
BRONX,10453,40.855858,-73.91572,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-18 20:35:00
BRONX,10463,40.875122,-73.905174,1.0,0.0,0,0,0,0,1,0,Unspecified,Taxi,2018-07-15 03:02:00
MANHATTAN,10022,40.757454,-73.95571,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-20 17:03:00
QUEENS,11101,40.745613,-73.9462,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-07 02:40:00
MANHATTAN,10030.0,40.819717,-73.94048,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-22 04:23:00
MANHATTAN,10065,40.762802,-73.965675,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-28 12:00:00
QUEENS,11101,40.738472,-73.931984,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-29 23:29:00
BROOKLYN,11208,40.674797,-73.867,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-29 03:00:00
MANHATTAN,10018.0,40.75355,-73.98505,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-17 04:43:00
MANHATTAN,10016.0,40.742805,-73.98448,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-20 02:15:00
MANHATTAN,10014.0,40.73401,-74.00457,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-07-13 20:00:00
MANHATTAN,10011.0,40.74889,-74.00703,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-25 10:50:00
MANHATTAN,11109,40.747105,-73.96709,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-19 01:04:00
MANHATTAN,10001.0,40.7509,-73.99812,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-27 02:56:00
QUEENS,11419,40.695858,-73.81891,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-07-10 00:49:00
MANHATTAN,10036.0,40.757336,-73.98973,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-24 14:00:00
QUEENS,11422.0,40.6722,-73.734604,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Fire truck,2018-07-16 15:00:00
BROOKLYN,11249.0,40.715733,-73.96448,1.0,0.0,0,0,1,0,0,0,Traffic Control Disregarded,Taxi,2018-07-26 14:30:00
MANHATTAN,10065.0,40.76541,-73.96798,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-09 12:45:00
MANHATTAN,10036.0,40.757336,-73.98973,1.0,0.0,0,0,0,0,1,0,Unspecified,Taxi,2018-07-24 08:30:00
MANHATTAN,10001.0,40.747234,-73.99337,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-21 00:59:00
MANHATTAN,10013,40.72179,-73.99986,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-05 14:35:00
BRONX,10452,40.842503,-73.92797,4.0,0.0,0,0,0,0,4,0,Failure to Yield Right-of-Way,Taxi,2018-07-08 16:28:00
QUEENS,11434.0,40.69225,-73.76669,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-18 19:40:00
BROOKLYN,11234.0,40.62788,-73.93251,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Taxi,2018-07-25 11:52:00
QUEENS,11416.0,40.685562,-73.845535,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-17 09:30:00
BRONX,10470,40.848152,-73.86717,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Fire truck,2018-07-07 15:00:00
MANHATTAN,10001,40.748436,-73.984566,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-22 18:00:00
MANHATTAN,10001.0,40.748287,-73.98818,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Fire truck,2018-07-17 22:40:00
MANHATTAN,10001.0,40.74959,-74.00279,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-13 18:59:00
BROOKLYN,11208,40.66384,-73.8784,1.0,0.0,0,0,0,0,1,0,Turning Improperly,Taxi,2018-07-21 05:45:00
MANHATTAN,10013.0,40.725674,-74.00578,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-18 22:45:00
MANHATTAN,10036.0,40.759624,-73.99548,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-24 22:36:00
QUEENS,11432.0,40.704376,-73.79761,1.0,0.0,0,0,0,0,1,0,Driver Inexperience,Taxi,2018-07-09 16:00:00
MANHATTAN,10281.0,40.711567,-74.01579,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-19 09:30:00
BROOKLYN,11233.0,40.67608,-73.906136,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-26 13:15:00
MANHATTAN,10018.0,40.754055,-73.99583,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-18 20:30:00
MANHATTAN,10023.0,40.775223,-73.97768,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-07-19 01:09:00
MANHATTAN,10016.0,40.743206,-73.979965,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-14 10:10:00
MANHATTAN,11109,40.74356,-73.96155,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-25 17:20:00
MANHATTAN,10014.0,40.738754,-74.003456,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-07-28 13:23:00
MANHATTAN,10014,40.73305,-74.00642,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-21 04:25:00
BRONX,10458.0,40.855244,-73.89314,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Fire truck,2018-07-18 12:30:00
MANHATTAN,10011.0,40.748356,-74.00369,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-29 07:50:00
MANHATTAN,10025,40.794827,-73.97624,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-18 12:00:00
BRONX,10453,40.8479,-73.919685,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-16 16:38:00
MANHATTAN,10032.0,40.837284,-73.9468,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-07-26 21:00:00
MANHATTAN,10017,40.75478,-73.97994,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-22 00:08:00
MANHATTAN,10001.0,40.7448,-73.991425,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-29 21:30:00
MANHATTAN,10036.0,40.758533,-73.98885,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-10 18:00:00
MANHATTAN,10017.0,40.75217,-73.97778,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-28 00:15:00
QUEENS,11372.0,40.748653,-73.888985,1.0,0.0,0,0,0,0,1,0,Backing Unsafely,Taxi,2018-07-29 05:40:00
MANHATTAN,10029.0,40.789684,-73.94815,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-07-27 16:00:00
MANHATTAN,10003.0,40.73197,-73.992,2.0,0.0,0,0,0,0,2,0,Following Too Closely,Taxi,2018-07-09 20:16:00
MANHATTAN,10014.0,40.733395,-74.00635,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-25 02:10:00
QUEENS,11423,40.716324,-73.77009,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-07-24 17:30:00
MANHATTAN,10279,40.71137,-74.00862,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-23 21:57:00
MANHATTAN,10033.0,40.846153,-73.932335,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-10 13:30:00
MANHATTAN,10018.0,40.75169,-73.98445,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-11 00:50:00
MANHATTAN,10036.0,40.75484,-73.98412,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-15 04:20:00
MANHATTAN,10021.0,40.767803,-73.95601,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-28 09:30:00
MANHATTAN,10027,40.81205,-73.95355,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-05 14:30:00
BROOKLYN,11216,40.685047,-73.954254,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-23 17:50:00
QUEENS,11374,40.736534,-73.85611,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-15 14:50:00
MANHATTAN,10017.0,40.75457,-73.97169,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-25 18:08:00
BROOKLYN,11216,40.687244,-73.95469,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Taxi,2018-07-20 00:40:00
MANHATTAN,10012.0,40.72195,-73.99628,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-27 00:00:00
QUEENS,11106.0,40.761353,-73.935394,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-07-10 18:30:00
MANHATTAN,10037.0,40.813095,-73.94161,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-15 03:35:00
BRONX,10463,40.88809,-73.89254,2.0,0.0,0,0,0,0,2,0,Unsafe Speed,Taxi,2018-07-15 09:30:00
MANHATTAN,10027.0,40.809486,-73.949524,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-07-06 14:40:00
BRONX,10455.0,40.812664,-73.906334,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-07-22 16:46:00
MANHATTAN,10037.0,40.81914,-73.93719,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-07-17 13:54:00
MANHATTAN,10014,40.74026,-74.005875,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-13 18:53:00
QUEENS,11377.0,40.75193,-73.90216,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-29 02:36:00
MANHATTAN,10001.0,40.751945,-73.99081,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-07-18 16:35:00
BROOKLYN,11238.0,40.680412,-73.95832,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-07-12 07:30:00
BROOKLYN,11204.0,40.632717,-73.98377,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-13 08:39:00
BROOKLYN,11211,40.728855,-73.92782,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-28 21:30:00
MANHATTAN,10017,40.757233,-73.97605,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-10 12:50:00
MANHATTAN,10065.0,40.768597,-73.967766,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-26 22:25:00
QUEENS,11418,40.701134,-73.81716,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Ambulance,2018-07-21 01:57:00
MANHATTAN,10025,40.794235,-73.962814,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-07-07 10:10:00
QUEENS,11370.0,40.75915,-73.89644,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-24 12:01:00
MANHATTAN,10023.0,40.778797,-73.98206,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-11 13:40:00
MANHATTAN,10027,40.8188,-73.95603,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-06 15:50:00
MANHATTAN,10035,40.831978,-73.93515,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-12 16:00:00
BROOKLYN,11206.0,40.703823,-73.938324,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-28 12:00:00
MANHATTAN,10001.0,40.744762,-73.99517,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-07 21:05:00
MANHATTAN,10454,40.804066,-73.93117,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-08 00:15:00
MANHATTAN,10033.0,40.846725,-73.93563,1.0,0.0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-07-22 12:30:00
MANHATTAN,10022,40.757698,-73.9694,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-21 16:15:00
BRONX,10467.0,40.87835,-73.870346,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Taxi,2018-07-26 12:47:00
MANHATTAN,10027,40.80943,-73.95544,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,Taxi,2018-07-17 17:20:00
QUEENS,11434.0,40.66684,-73.78941,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-14 06:20:00
MANHATTAN,10018.0,40.755875,-73.99246,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-13 03:50:00
BROOKLYN,11205.0,40.6912,-73.95282,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-07-10 11:10:00
MANHATTAN,10036.0,40.75979,-73.98793,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-17 14:50:00
MANHATTAN,10017.0,40.750763,-73.97446,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-22 02:05:00
MANHATTAN,10031,40.833332,-73.9499,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-07-14 03:00:00
QUEENS,11433.0,40.69083,-73.78706,13.0,0.0,0,0,0,0,13,0,Failure to Yield Right-of-Way,Taxi,2018-07-14 01:50:00
BROOKLYN,11231,40.680225,-74.00481,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-08 21:30:00
BRONX,10469.0,40.860718,-73.834175,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-16 14:00:00
MANHATTAN,10036.0,40.756565,-73.99028,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-25 19:25:00
BROOKLYN,11230.0,40.62418,-73.97048,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-27 11:44:00
MANHATTAN,10026.0,40.79964,-73.95577,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Taxi,2018-07-27 09:43:00
QUEENS,11420.0,40.67484,-73.82344,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-16 16:40:00
MANHATTAN,10032.0,40.83473,-73.940674,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-19 13:47:00
MANHATTAN,10016.0,40.740395,-73.97909,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-26 20:39:00
MANHATTAN,10018.0,40.752316,-73.985954,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-27 02:10:00
MANHATTAN,10022.0,40.76171,-73.96889,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-29 13:30:00
MANHATTAN,10011.0,40.742283,-74.004425,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-29 18:40:00
QUEENS,11364.0,40.75059,-73.75279,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Taxi,2018-07-30 17:00:00
MANHATTAN,10007.0,40.71369,-74.01376,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-30 20:00:00
QUEENS,11385.0,40.700665,-73.8961,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-07-16 10:15:00
MANHATTAN,10036.0,40.756565,-73.99028,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-12 15:15:00
BRONX,10467,40.863705,-73.87207,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-28 05:30:00
MANHATTAN,10036.0,40.760822,-73.99832,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-27 19:07:00
BRONX,10451.0,40.811302,-73.927605,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-10 15:09:00
MANHATTAN,10001.0,40.744762,-73.99517,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-19 16:30:00
BROOKLYN,11216.0,40.678394,-73.94692,2.0,0.0,0,0,0,0,2,0,Turning Improperly,Taxi,2018-07-16 15:05:00
MANHATTAN,10018,40.75595,-73.99074,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-20 11:15:00
MANHATTAN,10022,40.754875,-73.96853,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-07-17 23:05:00
BROOKLYN,11226.0,40.65008,-73.96101,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-12 23:40:00
MANHATTAN,10034.0,40.863556,-73.91962,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-23 18:25:00
MANHATTAN,10128.0,40.78257,-73.94522,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-10 18:24:00
BRONX,10462.0,40.854458,-73.86576,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-06 18:15:00
BRONX,10466.0,40.893642,-73.85065,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-29 04:40:00
BROOKLYN,11236.0,40.647526,-73.89469,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-27 23:40:00
MANHATTAN,10011,40.73723,-74.000656,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-07-25 14:45:00
MANHATTAN,10037.0,40.820435,-73.93624,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-07-13 19:05:00
QUEENS,11373,40.74006,-73.87864,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-07-21 04:25:00
MANHATTAN,10018.0,40.75556,-73.991005,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-29 01:30:00
MANHATTAN,10035,40.796738,-73.92925,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-23 04:45:00
MANHATTAN,10003.0,40.732346,-73.98495,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-07-12 15:15:00
MANHATTAN,10016.0,40.749603,-73.97951,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-29 23:08:00
QUEENS,11436,40.666306,-73.79171,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-12 10:30:00
MANHATTAN,10032.0,40.83918,-73.94115,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-11 00:03:00
MANHATTAN,10004.0,40.701782,-74.01117,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-07-14 18:49:00
QUEENS,11370.0,40.76635,-73.88756,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-17 16:00:00
BROOKLYN,11226.0,40.652744,-73.94802,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-07-25 08:54:00
BROOKLYN,11211.0,40.714737,-73.95276,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-14 12:50:00
MANHATTAN,10029,40.795403,-73.94188,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-07-22 18:15:00
QUEENS,11101.0,40.743504,-73.95811,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-20 09:00:00
QUEENS,11355.0,40.755592,-73.815605,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Ambulance,2018-07-14 16:56:00
MANHATTAN,10011.0,40.745426,-74.00825,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-22 02:30:00
QUEENS,11374,40.736732,-73.85451,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-30 21:14:00
BRONX,10454,40.80543,-73.92087,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-08 23:10:00
MANHATTAN,10032.0,40.839626,-73.940834,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-07-11 17:00:00
QUEENS,11374,40.73447,-73.86316,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-08 21:20:00
MANHATTAN,10034.0,40.866814,-73.91721,1.0,0.0,0,0,0,0,1,0,Alcohol Involvement,Taxi,2018-07-13 01:11:00
BROOKLYN,11211.0,40.706764,-73.950424,1.0,0.0,0,0,1,0,0,0,Turning Improperly,Taxi,2018-07-24 13:15:00
MANHATTAN,10012,40.726524,-73.99585,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Taxi,2018-07-15 17:10:00
QUEENS,11417.0,40.678062,-73.85921,1.0,0.0,0,0,0,0,1,0,Unsafe Speed,Taxi,2018-07-17 17:40:00
MANHATTAN,10024,40.78542,-73.98399,1.0,0.0,0,0,0,0,1,0,Obstruction/Debris,Taxi,2018-07-11 15:00:00
BRONX,10457,40.844883,-73.91028,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-23 12:40:00
MANHATTAN,10014,40.728855,-74.00527,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-07-17 20:50:00
BROOKLYN,11212.0,40.65621,-73.914665,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Ambulance,2018-07-12 00:15:00
MANHATTAN,10016.0,40.74701,-73.977196,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-07-26 21:43:00
QUEENS,11361.0,40.766552,-73.77255,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-25 12:50:00
MANHATTAN,10010.0,40.737194,-73.98328,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-07-08 21:48:00
QUEENS,11101.0,40.753284,-73.92049,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Taxi,2018-07-15 13:10:00
MANHATTAN,10036,40.758533,-73.98885,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-27 21:54:00
BROOKLYN,11201.0,40.689857,-73.99842,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-07-17 12:25:00
MANHATTAN,10065.0,40.767235,-73.96454,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-10 16:00:00
BROOKLYN,11249.0,40.718636,-73.959015,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-07-10 21:40:00
MANHATTAN,10128.0,40.780754,-73.95258,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-27 22:41:00
BROOKLYN,11207.0,40.680965,-73.903175,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-22 13:06:00
BROOKLYN,11219,40.635372,-73.988174,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-18 15:54:00
QUEENS,11435,40.69245,-73.811005,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-07-28 08:00:00
MANHATTAN,10128.0,40.78326,-73.950745,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-07-07 02:45:00
MANHATTAN,11109,40.74327,-73.961464,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-22 00:45:00
BROOKLYN,11231,40.67869,-74.002754,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-25 13:00:00
QUEENS,11426.0,40.724495,-73.72469,5.0,0.0,0,0,0,0,5,0,Unsafe Speed,Taxi,2018-07-16 02:15:00
