BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,CONTRIBUTING_FACTOR_VEHICLE1,VEHICLE_TYPE_CODE1,CRASH_DATETIME,MONTH,HOUR,DAY_WEEK,DAY,CASUALTIES,icon
MANHATTAN,10028.0,40.775818,-73.946846,Unspecified,Taxi,2018-09-26 06:22:00,September,6,Wednesday,26,No Damage,rain
MANHATTAN,10037.0,40.812744,-73.937645,Unspecified,Taxi,2018-09-22 02:55:00,September,2,Saturday,22,No Damage,rain
BRONX,10452.0,40.84518,-73.91417,Driver Inattention/Distraction,Taxi,2018-09-21 13:31:00,September,13,Friday,21,No Damage,rain
MANHATTAN,10010.0,40.74303,-73.98917,Unspecified,Taxi,2018-09-24 10:40:00,September,10,Monday,24,No Damage,partly-cloudy
QUEENS,11101.0,40.75117,-73.9152,Failure to Yield Right-of-Way,Taxi,2018-09-26 13:15:00,September,13,Wednesday,26,No Damage,rain
MANHATTAN,10032.0,40.835808,-73.949455,Tire Failure/Inadequate,Taxi,2018-09-29 23:00:00,September,23,Saturday,29,No Damage,partly-cloudy
BROOKLYN,11205.0,40.7024,-73.9605,Following Too Closely,Taxi,2018-09-29 02:10:00,September,2,Saturday,29,No Damage,partly-cloudy
MANHATTAN,10016.0,40.744434,-73.98477,Unspecified,Taxi,2018-09-29 11:30:00,September,11,Saturday,29,Injured or Killed,partly-cloudy
MANHATTAN,10013.0,40.719902,-74.00261,Following Too Closely,Taxi,2018-09-27 07:07:00,September,7,Thursday,27,Injured or Killed,partly-cloudy
MANHATTAN,10010.0,40.740982,-73.99001,Unsafe Lane Changing,Taxi,2018-09-24 19:20:00,September,19,Monday,24,No Damage,partly-cloudy
MANHATTAN,10065.0,40.767914,-73.966156,Driver Inattention/Distraction,Taxi,2018-09-28 09:30:00,September,9,Friday,28,Injured or Killed,rain
MANHATTAN,10026.0,40.80322,-73.95253,Unspecified,Taxi,2018-09-26 01:40:00,September,1,Wednesday,26,No Damage,rain
MANHATTAN,10017.0,40.755978,-73.97697,Driver Inattention/Distraction,Taxi,2018-09-23 14:58:00,September,14,Sunday,23,No Damage,partly-cloudy
MANHATTAN,10018.0,40.75059,-73.98572,Driver Inattention/Distraction,Taxi,2018-09-30 01:45:00,September,1,Sunday,30,No Damage,clear
BROOKLYN,11217.0,40.682644,-73.97175,Passing or Lane Usage Improper,Taxi,2018-09-21 12:00:00,September,12,Friday,21,No Damage,rain
BROOKLYN,11235.0,40.585133,-73.954544,Following Too Closely,Taxi,2018-09-29 10:15:00,September,10,Saturday,29,No Damage,partly-cloudy
MANHATTAN,10011.0,40.73736,-73.99685,Driver Inattention/Distraction,Taxi,2018-09-22 00:09:00,September,0,Saturday,22,No Damage,rain
MANHATTAN,10030.0,40.817116,-73.94801,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-09-21 15:10:00,September,15,Friday,21,Injured or Killed,rain
BRONX,10452.0,40.84128,-73.91366,Unspecified,Taxi,2018-09-29 07:00:00,September,7,Saturday,29,No Damage,partly-cloudy
MANHATTAN,10013.0,40.72584,-74.00757,Unspecified,Taxi,2018-09-29 03:15:00,September,3,Saturday,29,No Damage,partly-cloudy
QUEENS,11106.0,40.765224,-73.9317,Following Too Closely,Ambulance,2018-09-22 15:10:00,September,15,Saturday,22,Injured or Killed,rain
MANHATTAN,10018.0,40.752316,-73.985954,Following Too Closely,Taxi,2018-09-26 11:50:00,September,11,Wednesday,26,No Damage,rain
MANHATTAN,10016.0,40.741547,-73.97823,Passing Too Closely,Taxi,2018-09-29 20:15:00,September,20,Saturday,29,No Damage,partly-cloudy
MANHATTAN,10019.0,40.76229,-73.986115,Unspecified,Taxi,2018-09-28 23:15:00,September,23,Friday,28,No Damage,rain
BRONX,10472.0,40.8264,-73.87581,Unsafe Speed,Taxi,2018-09-26 20:00:00,September,20,Wednesday,26,Injured or Killed,rain
MANHATTAN,10012.0,40.722298,-73.99713,Unspecified,Fire truck,2018-09-27 15:20:00,September,15,Thursday,27,No Damage,partly-cloudy
BROOKLYN,11235.0,40.57702,-73.9642,Unspecified,Taxi,2018-09-24 20:00:00,September,20,Monday,24,No Damage,partly-cloudy
MANHATTAN,10019.0,40.762917,-73.98566,Driver Inattention/Distraction,Taxi,2018-09-25 09:00:00,September,9,Tuesday,25,No Damage,rain
MANHATTAN,10024.0,40.785294,-73.969345,Failure to Yield Right-of-Way,Taxi,2018-09-28 11:17:00,September,11,Friday,28,No Damage,rain
BRONX,10458.0,40.868443,-73.88197,Unspecified,Taxi,2018-09-22 17:16:00,September,17,Saturday,22,Injured or Killed,rain
MANHATTAN,10075.0,40.77402,-73.95456,Driver Inattention/Distraction,Taxi,2018-09-29 14:50:00,September,14,Saturday,29,No Damage,partly-cloudy
BROOKLYN,11213.0,40.677624,-73.93308,Unsafe Speed,Taxi,2018-09-23 05:20:00,September,5,Sunday,23,Injured or Killed,partly-cloudy
MANHATTAN,10022.0,40.755505,-73.96807,Unsafe Lane Changing,Taxi,2018-09-27 11:15:00,September,11,Thursday,27,No Damage,partly-cloudy
MANHATTAN,10013.0,40.72417,-74.004585,Driver Inattention/Distraction,Taxi,2018-09-25 14:30:00,September,14,Tuesday,25,No Damage,rain
QUEENS,11428.0,40.720478,-73.73253,Driver Inattention/Distraction,Taxi,2018-09-27 08:30:00,September,8,Thursday,27,No Damage,partly-cloudy
BROOKLYN,11249.0,40.72118,-73.95866,Driver Inattention/Distraction,Taxi,2018-09-22 22:00:00,September,22,Saturday,22,No Damage,rain
QUEENS,11103.0,40.76856,-73.906975,Passing Too Closely,Taxi,2018-09-26 12:00:00,September,12,Wednesday,26,No Damage,rain
MANHATTAN,10001.0,40.744762,-73.99517,Following Too Closely,Taxi,2018-09-27 15:00:00,September,15,Thursday,27,No Damage,partly-cloudy
MANHATTAN,10011.0,40.740135,-73.9957,Passing or Lane Usage Improper,Taxi,2018-09-28 21:02:00,September,21,Friday,28,No Damage,rain
MANHATTAN,10001.0,40.747234,-73.99337,Turning Improperly,Taxi,2018-09-23 01:30:00,September,1,Sunday,23,No Damage,partly-cloudy
MANHATTAN,10009.0,40.731205,-73.98216,Driver Inattention/Distraction,Taxi,2018-09-29 09:15:00,September,9,Saturday,29,No Damage,partly-cloudy
MANHATTAN,10036.0,40.757935,-73.98557,Turning Improperly,Taxi,2018-09-24 15:40:00,September,15,Monday,24,No Damage,partly-cloudy
MANHATTAN,10026.0,40.80123,-73.9577,Unspecified,Taxi,2018-09-29 15:13:00,September,15,Saturday,29,No Damage,partly-cloudy
QUEENS,11368.0,40.749767,-73.86381,Backing Unsafely,Taxi,2018-09-30 06:20:00,September,6,Sunday,30,No Damage,clear
MANHATTAN,10128.0,40.784237,-73.947075,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-09-29 19:30:00,September,19,Saturday,29,Injured or Killed,partly-cloudy
BROOKLYN,11206.0,40.701622,-73.93804,Driver Inattention/Distraction,Taxi,2018-09-30 00:00:00,September,0,Sunday,30,Injured or Killed,clear
BRONX,10468.0,40.85965,-73.90312,Unspecified,Taxi,2018-09-22 16:06:00,September,16,Saturday,22,No Damage,rain
BROOKLYN,11205.0,40.696995,-73.95475,Following Too Closely,Taxi,2018-09-25 06:25:00,September,6,Tuesday,25,No Damage,rain
QUEENS,11434.0,40.66684,-73.78941,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-09-26 15:00:00,September,15,Wednesday,26,Injured or Killed,rain
MANHATTAN,10003.0,40.736546,-73.98905,Following Too Closely,Taxi,2018-09-26 01:00:00,September,1,Wednesday,26,No Damage,rain
QUEENS,11368.0,40.75562,-73.867004,Driver Inattention/Distraction,Taxi,2018-09-29 17:45:00,September,17,Saturday,29,Injured or Killed,partly-cloudy
BROOKLYN,11242.0,40.700737,-73.99499,Unspecified,Taxi,2018-09-25 00:45:00,September,0,Tuesday,25,No Damage,rain
BRONX,10456.0,40.831383,-73.906845,Driver Inattention/Distraction,Ambulance,2018-09-28 07:20:00,September,7,Friday,28,Injured or Killed,rain
MANHATTAN,10018.0,40.751114,-73.98503,Passing or Lane Usage Improper,Taxi,2018-09-27 21:00:00,September,21,Thursday,27,No Damage,partly-cloudy
MANHATTAN,10010.0,40.734642,-73.97909,Backing Unsafely,Taxi,2018-09-28 17:15:00,September,17,Friday,28,No Damage,rain
QUEENS,11415.0,40.710434,-73.838066,Driver Inattention/Distraction,Taxi,2018-09-26 00:20:00,September,0,Wednesday,26,Injured or Killed,rain
MANHATTAN,10025.0,40.80417,-73.966705,Other Vehicular,Taxi,2018-09-30 17:22:00,September,17,Sunday,30,No Damage,clear
MANHATTAN,10017.0,40.753845,-73.96802,Driver Inattention/Distraction,Taxi,2018-09-22 15:35:00,September,15,Saturday,22,Injured or Killed,rain
BRONX,10455.0,40.81676,-73.917465,View Obstructed/Limited,Ambulance,2018-09-25 07:15:00,September,7,Tuesday,25,Injured or Killed,rain
BRONX,10461.0,40.847813,-73.8539,Other Vehicular,Taxi,2018-09-23 08:27:00,September,8,Sunday,23,No Damage,partly-cloudy
MANHATTAN,10001.0,40.74592,-73.986404,Driver Inattention/Distraction,Taxi,2018-09-25 21:35:00,September,21,Tuesday,25,No Damage,rain
QUEENS,11411.0,40.69696,-73.730064,Passing Too Closely,Taxi,2018-09-25 09:00:00,September,9,Tuesday,25,No Damage,rain
MANHATTAN,10016.0,40.74135,-73.981316,Following Too Closely,Taxi,2018-09-27 14:50:00,September,14,Thursday,27,No Damage,partly-cloudy
BROOKLYN,11231.0,40.6742,-73.999985,Following Too Closely,Taxi,2018-09-28 17:10:00,September,17,Friday,28,No Damage,rain
BROOKLYN,11236.0,40.636295,-73.902916,Brakes Defective,Taxi,2018-09-23 04:56:00,September,4,Sunday,23,No Damage,partly-cloudy
BROOKLYN,11216.0,40.68005,-73.94327,Unspecified,Taxi,2018-09-25 20:00:00,September,20,Tuesday,25,No Damage,rain
MANHATTAN,10024.0,40.787685,-73.97502,Driver Inexperience,Taxi,2018-09-25 12:30:00,September,12,Tuesday,25,No Damage,rain
MANHATTAN,10011.0,40.742283,-74.004425,Other Vehicular,Taxi,2018-09-30 03:30:00,September,3,Sunday,30,No Damage,clear
BRONX,10456.0,40.837864,-73.9114,Unspecified,Taxi,2018-09-26 07:41:00,September,7,Wednesday,26,Injured or Killed,rain
MANHATTAN,10011.0,40.745293,-73.9985,Unspecified,Taxi,2018-09-25 14:30:00,September,14,Tuesday,25,No Damage,rain
QUEENS,11436.0,40.683094,-73.80596,Driver Inattention/Distraction,Ambulance,2018-09-25 12:40:00,September,12,Tuesday,25,No Damage,rain
MANHATTAN,10023.0,40.77548,-73.98021,Driver Inattention/Distraction,Taxi,2018-09-30 11:58:00,September,11,Sunday,30,Injured or Killed,clear
BROOKLYN,11208.0,40.682037,-73.87788,Unspecified,Taxi,2018-09-23 05:08:00,September,5,Sunday,23,No Damage,partly-cloudy
MANHATTAN,10011.0,40.745293,-73.9985,Passing or Lane Usage Improper,Taxi,2018-09-26 13:30:00,September,13,Wednesday,26,No Damage,rain
MANHATTAN,10003.0,40.732162,-73.99431,Driver Inattention/Distraction,Taxi,2018-09-25 11:45:00,September,11,Tuesday,25,No Damage,rain
BRONX,10462.0,40.83442,-73.86297,Passing Too Closely,Taxi,2018-09-30 16:24:00,September,16,Sunday,30,No Damage,clear
MANHATTAN,10162.0,40.775963,-73.94248,Driver Inattention/Distraction,Taxi,2018-09-28 17:20:00,September,17,Friday,28,Injured or Killed,rain
MANHATTAN,10022.0,40.758537,-73.97721,Driver Inattention/Distraction,Taxi,2018-09-28 20:50:00,September,20,Friday,28,No Damage,rain
MANHATTAN,10016.0,40.743473,-73.97677,Passing or Lane Usage Improper,Taxi,2018-09-22 00:40:00,September,0,Saturday,22,No Damage,rain
MANHATTAN,10021.0,40.765545,-73.95471,Unspecified,Taxi,2018-09-29 10:00:00,September,10,Saturday,29,No Damage,partly-cloudy
BROOKLYN,11237.0,40.701614,-73.914856,Failure to Yield Right-of-Way,Ambulance,2018-09-27 22:35:00,September,22,Thursday,27,No Damage,partly-cloudy
MANHATTAN,10010.0,40.73855,-73.98043,Following Too Closely,Taxi,2018-09-29 07:45:00,September,7,Saturday,29,No Damage,partly-cloudy
MANHATTAN,10010.0,40.74147,-73.985435,Failure to Yield Right-of-Way,Taxi,2018-09-30 02:30:00,September,2,Sunday,30,No Damage,clear
BROOKLYN,11211.0,40.71432,-73.956924,Backing Unsafely,Ambulance,2018-09-24 17:40:00,September,17,Monday,24,No Damage,partly-cloudy
MANHATTAN,10027.0,40.810764,-73.9526,Unsafe Lane Changing,Ambulance,2018-09-29 12:20:00,September,12,Saturday,29,Injured or Killed,partly-cloudy
MANHATTAN,10002.0,40.723392,-73.992874,Driver Inattention/Distraction,Taxi,2018-09-23 16:00:00,September,16,Sunday,23,No Damage,partly-cloudy
MANHATTAN,10018.0,40.752316,-73.985954,Driver Inattention/Distraction,Taxi,2018-09-28 02:30:00,September,2,Friday,28,No Damage,rain
MANHATTAN,10128.0,40.78791,-73.95579,Unspecified,Taxi,2018-09-30 10:11:00,September,10,Sunday,30,Injured or Killed,clear
BROOKLYN,11201.0,40.68987,-73.988304,Failure to Yield Right-of-Way,Taxi,2018-09-27 19:45:00,September,19,Thursday,27,Injured or Killed,partly-cloudy
BRONX,10458.0,40.86949,-73.88843,Driver Inattention/Distraction,Taxi,2018-09-28 00:07:00,September,0,Friday,28,No Damage,rain
QUEENS,11375.0,40.730137,-73.862366,Following Too Closely,Taxi,2018-09-30 17:34:00,September,17,Sunday,30,No Damage,clear
MANHATTAN,10162.0,40.772327,-73.94531,Following Too Closely,Taxi,2018-09-29 00:15:00,September,0,Saturday,29,No Damage,partly-cloudy
QUEENS,11421.0,40.692726,-73.85558,Failure to Yield Right-of-Way,Taxi,2018-09-25 09:00:00,September,9,Tuesday,25,No Damage,rain
BRONX,10458.0,40.86463,-73.892136,Backing Unsafely,Taxi,2018-09-26 22:10:00,September,22,Wednesday,26,No Damage,rain
MANHATTAN,10009.0,40.725285,-73.97798,Unspecified,Taxi,2018-09-29 00:00:00,September,0,Saturday,29,Injured or Killed,partly-cloudy
BROOKLYN,11213.0,40.677483,-73.93033,Following Too Closely,Taxi,2018-09-26 02:20:00,September,2,Wednesday,26,Injured or Killed,rain
QUEENS,11414.0,40.664223,-73.84582,Failure to Yield Right-of-Way,Taxi,2018-09-23 20:00:00,September,20,Sunday,23,No Damage,partly-cloudy
BROOKLYN,11214.0,40.590046,-73.99302,Driver Inattention/Distraction,Taxi,2018-09-26 16:30:00,September,16,Wednesday,26,No Damage,rain
MANHATTAN,10009.0,40.73136,-73.98257,Turning Improperly,Taxi,2018-09-30 19:15:00,September,19,Sunday,30,No Damage,clear
MANHATTAN,10036.0,40.761036,-73.98702,Driver Inattention/Distraction,Taxi,2018-09-27 10:50:00,September,10,Thursday,27,No Damage,partly-cloudy
MANHATTAN,10018.0,40.75005,-73.98438,Unspecified,Taxi,2018-09-25 20:15:00,September,20,Tuesday,25,No Damage,rain
MANHATTAN,10003.0,40.733932,-73.98983,Driver Inattention/Distraction,Taxi,2018-09-29 23:00:00,September,23,Saturday,29,No Damage,partly-cloudy
MANHATTAN,10001.0,40.746536,-73.985954,Unspecified,Taxi,2018-09-25 13:25:00,September,13,Tuesday,25,No Damage,rain
MANHATTAN,10034.0,40.865547,-73.92728,Turning Improperly,Taxi,2018-09-22 16:35:00,September,16,Saturday,22,Injured or Killed,rain
BRONX,10468.0,40.862747,-73.90494,Unsafe Lane Changing,Taxi,2018-09-25 16:00:00,September,16,Tuesday,25,No Damage,rain
MANHATTAN,10011.0,40.741055,-73.99786,Failure to Yield Right-of-Way,Taxi,2018-09-29 12:35:00,September,12,Saturday,29,Injured or Killed,partly-cloudy
MANHATTAN,10028.0,40.77235,-73.94666,Unspecified,Taxi,2018-09-23 09:10:00,September,9,Sunday,23,Injured or Killed,partly-cloudy
MANHATTAN,10022.0,40.76093,-73.96914,Unsafe Lane Changing,Taxi,2018-09-27 19:26:00,September,19,Thursday,27,No Damage,partly-cloudy
BRONX,10451.0,40.822304,-73.91485,Driver Inexperience,Taxi,2018-09-25 21:21:00,September,21,Tuesday,25,No Damage,rain
MANHATTAN,10032.0,40.834087,-73.94303,Unspecified,Taxi,2018-09-24 09:30:00,September,9,Monday,24,No Damage,partly-cloudy
QUEENS,11435.0,40.703163,-73.81662,Unsafe Lane Changing,Taxi,2018-09-22 02:00:00,September,2,Saturday,22,Injured or Killed,rain
BROOKLYN,11236.0,40.641727,-73.907646,Passing or Lane Usage Improper,Fire truck,2018-09-22 03:00:00,September,3,Saturday,22,No Damage,rain
BROOKLYN,11221.0,40.68949,-73.92207,Driver Inexperience,Taxi,2018-09-25 23:00:00,September,23,Tuesday,25,No Damage,rain
MANHATTAN,10027.0,40.809643,-73.947845,Driver Inattention/Distraction,Taxi,2018-09-30 16:25:00,September,16,Sunday,30,Injured or Killed,clear
MANHATTAN,10011.0,40.742863,-74.003975,Following Too Closely,Taxi,2018-09-26 22:43:00,September,22,Wednesday,26,No Damage,rain
QUEENS,11101.0,40.744667,-73.931694,Driver Inattention/Distraction,Taxi,2018-09-24 06:23:00,September,6,Monday,24,Injured or Killed,partly-cloudy
MANHATTAN,10019.0,40.764996,-73.976715,Driver Inattention/Distraction,Taxi,2018-09-21 13:50:00,September,13,Friday,21,No Damage,rain
QUEENS,11416.0,40.682735,-73.86283,Driver Inattention/Distraction,Taxi,2018-09-24 06:00:00,September,6,Monday,24,No Damage,partly-cloudy
QUEENS,11354.0,40.75836,-73.83154,Passing or Lane Usage Improper,Fire truck,2018-09-29 17:25:00,September,17,Saturday,29,No Damage,partly-cloudy
MANHATTAN,10001.0,40.74764,-73.98854,Driver Inattention/Distraction,Taxi,2018-09-30 13:40:00,September,13,Sunday,30,No Damage,clear
BROOKLYN,11225.0,40.65664,-73.9575,Backing Unsafely,Taxi,2018-09-22 08:50:00,September,8,Saturday,22,No Damage,rain
MANHATTAN,10035.0,40.806767,-73.937164,Driver Inattention/Distraction,Taxi,2018-09-27 12:00:00,September,12,Thursday,27,No Damage,partly-cloudy
QUEENS,11377.0,40.750393,-73.90523,Unspecified,Taxi,2018-09-27 00:00:00,September,0,Thursday,27,No Damage,partly-cloudy
MANHATTAN,10013.0,40.716824,-74.003914,Following Too Closely,Taxi,2018-09-25 09:00:00,September,9,Tuesday,25,No Damage,rain
BRONX,10468.0,40.863785,-73.90028,Driver Inattention/Distraction,Taxi,2018-09-28 15:30:00,September,15,Friday,28,No Damage,rain
BRONX,10459.0,40.822628,-73.89587,Obstruction/Debris,Taxi,2018-09-25 06:20:00,September,6,Tuesday,25,No Damage,rain
MANHATTAN,10009.0,40.722862,-73.985855,Driver Inattention/Distraction,Taxi,2018-09-30 02:30:00,September,2,Sunday,30,No Damage,clear
BRONX,10472.0,40.834644,-73.865036,Reaction to Uninvolved Vehicle,Taxi,2018-09-30 16:19:00,September,16,Sunday,30,No Damage,clear
QUEENS,11418.0,40.700886,-73.81794,Driver Inattention/Distraction,Ambulance,2018-09-25 10:00:00,September,10,Tuesday,25,No Damage,rain
MANHATTAN,10016.0,40.748363,-73.98041,Failure to Yield Right-of-Way,Taxi,2018-09-27 13:20:00,September,13,Thursday,27,No Damage,partly-cloudy
MANHATTAN,10017.0,40.750397,-73.9718,Following Too Closely,Taxi,2018-09-28 20:30:00,September,20,Friday,28,No Damage,rain
MANHATTAN,10006.0,40.709076,-74.01406,Failure to Yield Right-of-Way,Taxi,2018-09-23 00:35:00,September,0,Sunday,23,No Damage,partly-cloudy
MANHATTAN,10012.0,40.725826,-73.99864,Unspecified,Taxi,2018-09-22 20:41:00,September,20,Saturday,22,No Damage,rain
MANHATTAN,10031.0,40.821636,-73.93909,Unsafe Speed,Taxi,2018-09-28 00:28:00,September,0,Friday,28,Injured or Killed,rain
MANHATTAN,10011.0,40.736668,-73.997345,Driver Inattention/Distraction,Taxi,2018-09-26 22:02:00,September,22,Wednesday,26,No Damage,rain
MANHATTAN,10027.0,40.811478,-73.950226,Failure to Yield Right-of-Way,Taxi,2018-09-28 09:15:00,September,9,Friday,28,No Damage,rain
MANHATTAN,10024.0,40.787857,-73.96745,Driver Inattention/Distraction,Taxi,2018-09-28 10:00:00,September,10,Friday,28,Injured or Killed,rain
MANHATTAN,10001.0,40.747276,-73.989624,Unspecified,Taxi,2018-09-26 15:40:00,September,15,Wednesday,26,No Damage,rain
MANHATTAN,10016.0,40.74409,-73.97636,Failure to Yield Right-of-Way,Taxi,2018-09-27 19:40:00,September,19,Thursday,27,No Damage,partly-cloudy
MANHATTAN,10024.0,40.783737,-73.98006,Following Too Closely,Taxi,2018-09-26 05:10:00,September,5,Wednesday,26,No Damage,rain
MANHATTAN,10014.0,40.730225,-74.00686,Following Too Closely,Taxi,2018-09-28 19:30:00,September,19,Friday,28,No Damage,rain
MANHATTAN,10018.0,40.753513,-73.98879,Traffic Control Disregarded,Taxi,2018-09-22 09:00:00,September,9,Saturday,22,No Damage,rain
BRONX,10462.0,40.856316,-73.86664,Other Vehicular,Taxi,2018-09-22 18:24:00,September,18,Saturday,22,No Damage,rain
MANHATTAN,10034.0,40.863754,-73.91944,Unspecified,Taxi,2018-09-22 04:01:00,September,4,Saturday,22,No Damage,rain
MANHATTAN,10121.0,40.750015,-73.991356,Unspecified,Taxi,2018-09-22 22:10:00,September,22,Saturday,22,No Damage,rain
MANHATTAN,10027.0,40.81574,-73.95456,Following Too Closely,Taxi,2018-09-27 12:10:00,September,12,Thursday,27,No Damage,partly-cloudy
MANHATTAN,10282.0,40.715828,-74.01539,Driver Inattention/Distraction,Taxi,2018-09-24 12:30:00,September,12,Monday,24,No Damage,partly-cloudy
BRONX,10452.0,40.84506,-73.916855,Following Too Closely,Ambulance,2018-09-24 13:30:00,September,13,Monday,24,No Damage,partly-cloudy
BROOKLYN,11232.0,40.64497,-73.99804,Driver Inattention/Distraction,Taxi,2018-09-23 16:00:00,September,16,Sunday,23,No Damage,partly-cloudy
MANHATTAN,10012.0,40.72709,-73.991554,Failure to Yield Right-of-Way,Taxi,2018-09-24 21:04:00,September,21,Monday,24,Injured or Killed,partly-cloudy
BROOKLYN,11229.0,40.602997,-73.939476,Failure to Yield Right-of-Way,Taxi,2018-09-29 03:24:00,September,3,Saturday,29,No Damage,partly-cloudy
QUEENS,11433.0,40.703556,-73.78805,Failure to Yield Right-of-Way,Taxi,2018-09-26 23:00:00,September,23,Wednesday,26,Injured or Killed,rain
BROOKLYN,11236.0,40.64165,-73.90378,Following Too Closely,Taxi,2018-09-24 17:15:00,September,17,Monday,24,Injured or Killed,partly-cloudy
MANHATTAN,10011.0,40.74044,-74.00203,Passing or Lane Usage Improper,Taxi,2018-09-22 01:15:00,September,1,Saturday,22,No Damage,rain
MANHATTAN,10065.0,40.769222,-73.967316,Unsafe Lane Changing,Taxi,2018-09-25 16:00:00,September,16,Tuesday,25,No Damage,rain
MANHATTAN,10128.0,40.78143,-73.954185,Pavement Slippery,Taxi,2018-09-25 14:30:00,September,14,Tuesday,25,No Damage,rain
BROOKLYN,11216.0,40.682507,-73.94375,Following Too Closely,Taxi,2018-09-25 14:20:00,September,14,Tuesday,25,Injured or Killed,rain
MANHATTAN,10040.0,40.855846,-73.936554,Unspecified,Taxi,2018-09-21 00:05:00,September,0,Friday,21,No Damage,rain
BROOKLYN,11238.0,40.680237,-73.96425,Following Too Closely,Taxi,2018-09-22 03:58:00,September,3,Saturday,22,Injured or Killed,rain
MANHATTAN,10010.0,40.743156,-73.97213,Failure to Yield Right-of-Way,Taxi,2018-09-27 19:07:00,September,19,Thursday,27,No Damage,partly-cloudy
MANHATTAN,10024.0,40.779476,-73.97358,Driver Inattention/Distraction,Taxi,2018-09-25 14:00:00,September,14,Tuesday,25,No Damage,rain
MANHATTAN,10065.0,40.763363,-73.95925,Unspecified,Taxi,2018-09-23 22:10:00,September,22,Sunday,23,No Damage,partly-cloudy
MANHATTAN,10002.0,40.718792,-73.98902,Other Vehicular,Taxi,2018-09-30 00:33:00,September,0,Sunday,30,No Damage,clear
MANHATTAN,10001.0,40.754616,-73.997116,Traffic Control Disregarded,Taxi,2018-09-23 18:37:00,September,18,Sunday,23,No Damage,partly-cloudy
MANHATTAN,10037.0,40.805058,-73.93904,Unsafe Lane Changing,Taxi,2018-09-26 09:05:00,September,9,Wednesday,26,No Damage,rain
MANHATTAN,10011.0,40.746857,-74.008,Passenger Distraction,Taxi,2018-09-28 17:30:00,September,17,Friday,28,No Damage,rain
MANHATTAN,10022.0,40.762177,-73.96613,Driver Inexperience,Taxi,2018-09-24 06:12:00,September,6,Monday,24,No Damage,partly-cloudy
MANHATTAN,10025.0,40.79458,-73.97371,Turning Improperly,Taxi,2018-09-29 14:30:00,September,14,Saturday,29,No Damage,partly-cloudy
MANHATTAN,10029.0,40.790623,-73.942444,Unspecified,Ambulance,2018-09-23 11:55:00,September,11,Sunday,23,No Damage,partly-cloudy
BRONX,10454.0,40.8057,-73.92475,Driver Inattention/Distraction,Taxi,2018-09-25 16:25:00,September,16,Tuesday,25,No Damage,rain
MANHATTAN,10014.0,40.728344,-74.00535,Failure to Yield Right-of-Way,Taxi,2018-09-29 00:19:00,September,0,Saturday,29,No Damage,partly-cloudy
MANHATTAN,10037.0,40.813385,-73.94511,Unspecified,Taxi,2018-09-23 17:15:00,September,17,Sunday,23,No Damage,partly-cloudy
BRONX,10456.0,40.831055,-73.905846,Outside Car Distraction,Taxi,2018-09-26 23:40:00,September,23,Wednesday,26,Injured or Killed,rain
MANHATTAN,10002.0,40.7106,-73.98469,Following Too Closely,Taxi,2018-09-22 08:10:00,September,8,Saturday,22,No Damage,rain
QUEENS,11370.0,40.766705,-73.89024,Unspecified,Taxi,2018-09-26 09:50:00,September,9,Wednesday,26,No Damage,rain
MANHATTAN,10001.0,40.75054,-73.98722,Driver Inattention/Distraction,Taxi,2018-09-21 11:00:00,September,11,Friday,21,No Damage,rain
MANHATTAN,10022.0,40.763588,-73.97142,Unspecified,Taxi,2018-09-29 06:00:00,September,6,Saturday,29,No Damage,partly-cloudy
QUEENS,11103.0,40.767113,-73.90405,Following Too Closely,Taxi,2018-09-20 08:00:00,September,8,Thursday,20,No Damage,rain
QUEENS,11432.0,40.714535,-73.775955,Driver Inattention/Distraction,Taxi,2018-09-07 18:25:00,September,18,Friday,7,Injured or Killed,rain
MANHATTAN,10030.0,40.823257,-73.94293,Unspecified,Taxi,2018-09-06 08:30:00,September,8,Thursday,6,No Damage,rain
MANHATTAN,10013.0,40.715157,-74.00212,Driver Inattention/Distraction,Taxi,2018-08-28 23:55:00,August,23,Tuesday,28,Injured or Killed,rain
MANHATTAN,10011.0,40.743923,-74.00466,Unspecified,Taxi,2018-09-06 18:03:00,September,18,Thursday,6,Injured or Killed,rain
MANHATTAN,10016.0,40.748363,-73.98041,Driver Inattention/Distraction,Taxi,2018-09-13 14:33:00,September,14,Thursday,13,No Damage,rain
BROOKLYN,11238.0,40.682,-73.96867,Driver Inattention/Distraction,Taxi,2018-09-09 02:15:00,September,2,Sunday,9,Injured or Killed,rain
BROOKLYN,11222.0,40.728733,-73.95143,Passing Too Closely,Ambulance,2018-09-18 16:45:00,September,16,Tuesday,18,No Damage,rain
QUEENS,11377.0,40.74449,-73.9097,Brakes Defective,Taxi,2018-09-20 09:21:00,September,9,Thursday,20,No Damage,rain
MANHATTAN,10038.0,40.708225,-74.00654,Failure to Yield Right-of-Way,Taxi,2018-09-04 18:45:00,September,18,Tuesday,4,No Damage,rain
QUEENS,11101.0,40.74092,-73.93339,Driver Inattention/Distraction,Taxi,2018-09-16 12:32:00,September,12,Sunday,16,No Damage,clear
